datum;teplota;uhrn_srazky_1;rychlost_vitr;max_naraz_vitr;vlhkost;vypar;uhrn_srazky_2;tlak
14.04.2021;3,8;0;2,2;10,6;59;0;0;1024,296062
15.04.2021;3,7;0;2,1;12,8;65;0;0,2;1023,058389
16.04.2021;4,3;0,4;2,5;9;76;0;1,5;1020,906451
17.04.2021;5,1;0,1;0,9;6,3;79;0;0;1018,926521
18.04.2021;7,7;0,1;0,9;5,6;79;0;0;1017,178764
19.04.2021;9,8;0,2;2;7,6;71;0;0,2;1015,725729
20.04.2021;10,6;0,2;1,2;10,3;71;0;6,9;1012,783875
21.04.2021;10,4;0;1,4;10,1;60;0;0;1011,334181
22.04.2021;7,6;0;3;20,3;47;0;0;1018,090153
23.04.2021;6,9;0;1,8;12,9;55;0;0;1023,109518
24.04.2021;7,3;0;1,3;9,8;65;0;0;1021,349
25.04.2021;5,6;0;1,6;10;67;0;0;1020,176056
26.04.2021;6,2;0;1,8;7,7;49;0;0;1017,023792
27.04.2021;8,1;0;1;7,8;40;0;0;1010,559924
28.04.2021;12,4;0;1,5;5,6;43;0;0;1004,308146
29.04.2021;12,9;0;2,3;10,8;60;0;0;1001,841249
30.04.2021;11,2;1,6;2,1;8,5;54;0;1;1008,521076
01.05.2021;10,6;12,5;1,1;7,2;76;0;11,2;1008,712854
02.05.2021;7,3;0,2;3,1;13,9;79;0;1;1009,736292
03.05.2021;8;0;2,1;10,6;53;0;0;1016,339611
04.05.2021;10,7;0;3,1;15;64;0;0;1004,5245
05.05.2021;6,9;0,6;3,7;17,7;73;0;0,3;1002,078706
06.05.2021;7,1;4,4;2;13;74;0;4,7;1006,190347
07.05.2021;6,8;0,1;3,2;14,2;69;0;0;1008,931736
08.05.2021;11,4;0;1,1;8,9;50;0;0;1015,617889
09.05.2021;17,8;0;1,3;7,6;47;0;0;1009,636951
10.05.2021;21,2;0;1,8;5,7;44;0;0;1005,830514
11.05.2021;21;2,3;2,3;11,8;60;0;3,6;1001,502717
12.05.2021;13,8;19,7;1,6;10,9;86;0;17,5;1004,817354
13.05.2021;10,8;15,1;2,4;12,8;86;0;11,1;1002,42309
14.05.2021;10,5;4,2;1,1;10,2;91;0;2,4;1005,169847
15.05.2021;11,2;2,4;2,2;9,4;79;0;10,1;1005,599514
16.05.2021;11,9;0,1;2,2;10,9;79;0;0;1002,387101
17.05.2021;11,6;17,7;2,5;10,1;78;0;7,7;1003,251965
18.05.2021;11,9;0,3;1,7;11,6;65;0;0;1008,788826
19.05.2021;10,5;0,6;1,7;10,6;77;0;1;1012,758146
20.05.2021;11,2;0,2;1,8;12;73;0;1;1015,815903
21.05.2021;13,1;3,2;2,2;11,6;75;0;1;1007,659903
22.05.2021;11,4;0;2,2;13,2;68;0;0,1;1005,409201
23.05.2021;11,3;3;1,4;10,9;72;0;0,8;1012,615021
24.05.2021;13,9;1,4;1,8;7;72;0;1,3;1012,522313
25.05.2021;11;1;2,1;14,5;69;0;0,3;1012,094924
26.05.2021;11,4;0,3;2,1;12,5;73;0;0;1011,592181
27.05.2021;11,9;0,4;4,2;11,6;67;0;0,4;1013,135444
28.05.2021;12,1;0;1,5;9,1;70;0;0,4;1017,668278
29.05.2021;13,1;0,1;1,9;10,9;64;0;0;1019,824174
30.05.2021;11;0;0,9;10,1;59;0;0;1021,834771
31.05.2021;13,8;0;0;10,7;59;0;0;1018,895354
01.06.2021;16,5;0;0,9;5,7;61;0;0,1;1014,69359
02.06.2021;18;0;1,2;7,4;59;0;0;1015,04009
03.06.2021;18,6;0;0,5;5,9;59;0;0;1018,474028
04.06.2021;20,6;0;0,2;3,3;68;0;0;1016,963875
05.06.2021;20,2;9,1;0,8;7,5;74;0;0;1013,832875
06.06.2021;19,5;0;0,6;5,6;74;0;0;1013,977833
07.06.2021;21,4;0;1,6;7,1;64;0;0;1015,646
08.06.2021;21,7;0;1,5;8,3;55;0;0;1015,627125
09.06.2021;18,3;4,4;0,9;6,9;81;0;0;1015,772125
10.06.2021;16,7;4,7;0,9;9,8;88;0;1,6;1015,269
11.06.2021;20,6;0;2,2;10,4;69;0;0;1012,714299
12.06.2021;19,9;0,1;1,1;11,6;65;0;0;1011,405014
13.06.2021;14,1;0;2,8;12,8;60;0;0;1020,454083
14.06.2021;18,2;0;0,7;6;63;0;0;1017,631229
15.06.2021;22,2;0;0,9;6,6;57;0;0;1013,850319
16.06.2021;22,7;0;0,9;5,5;64;0;0;1011,851708
17.06.2021;24,5;0;1,3;7,7;54;0;0;1011,200778
18.06.2021;25,2;0;1,3;6,8;51;0;0;1010,341069
19.06.2021;25,6;0;0;3,9;64;0;0;1008,696958
20.06.2021;25,9;0;0,5;6,7;68;0;0;1004,431785
21.06.2021;25,1;22,4;1,5;9,7;62;0;8,1;1001,806132
22.06.2021;18;0,4;1,4;10;85;0;1,6;1009,194868
23.06.2021;17,9;18,9;1,3;6,6;85;0;13,9;1014,131333
24.06.2021;18,9;0,7;0,9;12,6;82;0;4,9;1012,384993
25.06.2021;17,3;7,2;0,5;6,6;91;0;3,8;1012,98
26.06.2021;17,9;0,2;0;6,8;86;0;0;1014,55441
27.06.2021;19,9;0;0,7;5,4;76;0;0;1012,902785
28.06.2021;22,7;0,8;0,8;6,6;69;0;1,6;1011,104618
29.06.2021;20,5;47,2;1,1;9,3;91;0;16,1;1005,85909
30.06.2021;19,3;0;2,9;9,2;71;0;0;1005,232444
01.07.2021;17;1;2;9,9;76;0;2,4;1008,336361
02.07.2021;17,3;2,9;1,8;8,5;79;0;2,8;1011,748007
03.07.2021;18,2;0;0,6;6,9;69;0;0;1011,038618
04.07.2021;21,1;0,1;0,4;7,7;66;0;0;1006,774326
05.07.2021;20,5;0;1,8;10,2;70;0;0;1006,571243
06.07.2021;24;7,9;0,7;10,3;61;0;3,4;1006,890979
07.07.2021;18,4;1;0,6;10,8;87;0;1,5;1013,254111
08.07.2021;19;14,1;1,4;8,9;88;0;23,3;1013,786528
09.07.2021;18,3;1,8;1,6;12,8;81;0;6,2;1011,541903
10.07.2021;19,2;0;0,3;6,6;71;0;0;1013,403847
11.07.2021;19,9;8,9;0;8,8;74;0;15,5;1011,620174
12.07.2021;18,9;0;0,8;4,7;82;0;0;1008,87084
13.07.2021;21,8;20;1,6;13,7;81;0;26,1;1003,302494
14.07.2021;20,5;1,7;1,3;6,1;80;0;0,9;1005,602187
15.07.2021;19,3;1,1;1,3;7,6;85;0;0,1;1008,033257
16.07.2021;22,7;12,4;1,1;10,2;74;0;18,7;1011,82141
17.07.2021;20,7;1,6;1,8;10,7;90;0;13;1012,720167
18.07.2021;21;0;1,2;8,9;72;0;0;1013,139042
19.07.2021;17,6;0;2;10,4;66;0;0;1012,909382
20.07.2021;17,4;0;1,5;7,5;68;0;0;1011,276639
21.07.2021;17,7;0;1;5,3;70;0;0;1018,493708
22.07.2021;18,5;0;0,6;4,2;70;0;0;1016,844111
23.07.2021;21,2;0;0,6;4,9;65;0;0;1011,603021
24.07.2021;23;0;0,8;6,2;59;0;0;1007,381743
25.07.2021;22,2;4,3;0,6;8,4;70;0;50,5;1004,823826
26.07.2021;21,4;0,4;0,4;12,5;78;0;0,1;1006,686556
27.07.2021;21,6;0;0,9;8,5;75;0;0;1008,439785
28.07.2021;18,5;3,2;1,4;8,2;82;0;3,1;1007,857701
29.07.2021;19,2;0;3,1;11,9;68;0;0;1008,450361
30.07.2021;20,2;0;1,5;8,5;63;0;0;1005,66634
31.07.2021;20;3;3,3;10,7;60;0;2,2;1004,006646
01.08.2021;16,1;9,3;0,7;6,1;92;0;7,8;1005,293528
02.08.2021;17,1;0,4;1,5;8,2;75;0;0;1008,664986
03.08.2021;16;2,6;0,2;9,1;80;0;9,8;1010,08725
04.08.2021;17,2;1,1;0,7;5,3;87;0;0,8;1009,160236
05.08.2021;16,1;1,4;0,7;5,9;94;0;1,5;1005,052736
06.08.2021;17,2;6,2;0,9;7,5;86;0;4,1;1002,794007
07.08.2021;18,7;4;1,1;7,1;80;0;7,1;1002,96376
08.08.2021;18,6;0;2,3;11,1;71;0;0;1008,216514
09.08.2021;18;0;1,4;7,8;70;0;0;1014,749875
10.08.2021;17,6;0;1,1;9,3;85;0;0;1012,968167
11.08.2021;19,4;0;1,3;8,1;68;0;0;1014,900361
12.08.2021;19,5;0;0,5;4,8;76;0;0;1016,981097
13.08.2021;22,3;0;0,1;4,4;76;0;0;1015,553722
14.08.2021;22,8;0;1,3;9,4;64;0;0;1013,763229
15.08.2021;22,4;0;0,1;9,2;67;0;0;1008,665451
16.08.2021;19,3;0;2,6;13,3;69;0;0;1004,846882
17.08.2021;15,7;0;3,7;14,2;62;0;0;1011,256847
18.08.2021;16,3;0;1,8;10,3;78;0;0;1011,150208
19.08.2021;17,8;0;1,3;7,7;77;0;0,1;1010,149958
20.08.2021;17,3;0;1,7;6,1;85;0;0,1;1012,189549
21.08.2021;18,2;0;1;5,2;76;0;0;1014,744243
22.08.2021;17,8;2,6;0,9;6,7;92;0;1,5;1012,407611
23.08.2021;15,7;8,3;1,4;8,2;90;0;5,5;1013,208556
24.08.2021;14,2;0;1,8;8,3;83;0;0;1019,822285
25.08.2021;16,8;0,1;1,4;8,7;73;0;0,3;1014,695951
26.08.2021;14,7;1,3;1,9;11;74;0;2,7;1005,613229
27.08.2021;12,8;2,8;1,1;7,2;91;0;5;1008,655243
28.08.2021;13,8;2;1,3;7,3;87;0;1,1;1011,472187
29.08.2021;15,2;0,5;0,7;5,5;81;0;33;1010,466604
30.08.2021;15;2;1,5;9,3;83;0;3,5;1010,053486
31.08.2021;15,3;0,4;2,1;10;78;0;0,2;1014,242132
01.09.2021;16,1;0;2,2;11,8;76;0;0;1019,809125
02.09.2021;15,6;0;0,5;7,1;80;0;0;1021,944681
03.09.2021;16,5;0;0,8;6,2;78;0;0;1016,482354
04.09.2021;17;0;1,2;6,6;78;0;0;1014,412257
05.09.2021;17;0;1,7;5,2;79;0;0;1017,775271
06.09.2021;17;0;0,2;3,9;78;0;0;1019,770097
07.09.2021;17,1;0;0,6;6,6;73;0;0;1019,173549
08.09.2021;16,3;0;0,8;6,9;75;0;0;1016,008347
09.09.2021;16,7;0;0,5;4,6;76;0;0;1011,483243
10.09.2021;19,8;2,4;1,2;4,1;76;0;0;1011,341285
11.09.2021;16,8;4,5;0,5;3,6;98;0;4,5;1013,014326
12.09.2021;18;0,2;0,6;6,5;82;0;0;1012,605472
13.09.2021;17,1;0;0,9;6;81;0;0;1013,712576
14.09.2021;16,8;0;0,6;4,2;82;0;0;1013,442528
15.09.2021;17,1;3,2;0;2,4;93;0;1,6;1010,198271
16.09.2021;16,3;2,3;1,2;8,7;90;0;1,7;1009,439014
17.09.2021;15,1;0,2;2;9,6;80;0;0,6;1010,395021
18.09.2021;14,4;0;1,3;8,7;80;0;0;1011,616847
19.09.2021;11;0;1,6;5,8;75;0;0;1013,635799
20.09.2021;10,8;0;0,4;5,3;75;0;0;1017,864556
21.09.2021;12,3;0;1,4;10,6;73;0;0;1023,357653
22.09.2021;12,1;0;1,6;12,8;77;0;0;1021,805569
23.09.2021;16,3;0,1;2,5;11,3;66;0;0;1013,669875
24.09.2021;15,9;0;3,2;12,8;75;0;0;1011,741243
25.09.2021;16;0;0,5;5,9;78;0;0;1012,706437
26.09.2021;16,2;0,3;0;3,3;83;0;0,1;1014,916097
27.09.2021;17,2;0;0,4;4,4;89;0;0;1013,34425
28.09.2021;14,4;0;0,9;9,5;87;0;0;1017,230562
29.09.2021;15,2;0,6;2;10,4;80;0;0;1015,627792
30.09.2021;9,1;0;0,9;8,8;74;0;0;1023,498542
